"id","city_id","fa_name","en_name","accommodation_type_id","star","grade","address","lat","lng","is_active","created_at","updated_at"
"18","7","رضا","mashhad reza hotel","4","3","A","مشهد، حدفاصل میدان طبرسی و چهارراه مقدم، بین طبرسی 14 و 16","36.2928784","59.6230717","1","2026-02-22 12:19:28","2026-02-22 12:52:54"
"19","7","بین المللی قصر","mashhad qasralmas hotel","4","5","A","مشهد، خیابان امام رضا، بین امام رضا 14 و 16","36.2776249","59.6074339","1","2026-02-22 12:19:28","2026-02-22 12:52:54"
"20","7","قدس","mashhad qods hotel","4","2","A","مشهد، میدان بیت المقدس، اول خیابان خسروی نو، روبروی درب باب الجواد، نبش شهید اندرزگو 2","36.2854430","59.6106005","1","2026-02-22 12:19:28","2026-02-22 12:52:54"
"21","63","پاسارگاد","qhom pasargad hotel","4","2","A","قم، 75 متری عمار یاسر","34.6582536","50.9134431","1","2026-02-22 12:19:28","2026-02-22 12:52:54"
"22","7","خاور","mashhad khavar hotel","4","2","A","مشهد، خیابان امام رضا، بین امام رضا 14 و 16 (چهارراه دانش)، جنب بانک ملت","36.2783243","59.6077988","1","2026-02-22 12:19:28","2026-02-22 12:52:54"
"23","7","ماهان","7110e","5","1","A","مشهد،خیابان امام رضا،امام رضا 8، پشت هتل تهران",NULL,NULL,"1","2026-02-22 12:19:28","2026-02-22 12:19:28"
"24","7","دیدار","mashhad didar hotel","5","1","C","مشهد، خیابان امام رضا، امام رضا 6، تقاطع اول سمت راست، هتل دیدار","36.2810404","59.6109300","1","2026-02-22 12:19:28","2026-02-22 12:52:54"
"25","7","شهریار","mashhad shahriyar hotel","4","2","A","مشهد، خیابان امام رضا، امام رضا 8، پشت هتل تهران","36.2809638","59.6108838","1","2026-02-22 12:19:28","2026-02-22 12:52:54"
"26","7","بزرگ پارک حیات","mashhad bozorgtorqabe hotel","4","5","A","مشهد، انتهای بلوار وکیل آباد، کیلومتر 5 طرقبه، امام خمینی 1، جنب پمپ بنزین گلستان","36.3257635","59.4063183","1","2026-02-22 12:19:28","2026-02-22 12:52:54"
"27","7","حیات شرق(سارا سابق)","mashhad hayatshargh hotel","5","3","A","مشهد، خیابان نواب صفوی، نواب صفوی 10، شوشتری 10","36.2843614","59.6225779","1","2026-02-22 12:19:28","2026-02-22 12:52:54"
"28","7","پرهام","mashhad parham hotel","5","1","A","مشهد، چهارراه خسروی، گنبد سبز، آخوند خراسانی 25","36.2837534","59.6005064","1","2026-02-22 12:19:28","2026-02-22 12:52:54"
"29","7","ارمغان","mashhad armaqan hotel","5","1","A","مشهد، خیابان عنصری، نبش عنصری غربی 6","36.2764354","59.6095696","1","2026-02-22 12:19:28","2026-02-22 12:52:54"
"30","70","کارون","e208db34b","4","2","A","لرستان ،خرم آباد،خیابان شریعتی ،بعد از زیر گذر ،مقابل شرکت نفت","33.4852688","48.3606730","1","2026-02-22 12:19:28","2026-02-22 12:52:54"
"31","17","ساحلی گلفام","f4bc","11","1","B","مازندران ،بابلسر ،پارکینگ چهارم","36.7072480","52.6312485","1","2026-02-22 12:19:28","2026-02-22 12:52:54"
"32","52","آرامیس","kish aramis hotel","4","4","A","كيش، ميدان پرديس","26.5379482","54.0188668","1","2026-02-22 12:19:28","2026-02-22 12:52:54"
"33","39","اسپیناس بلوار","tehran espinas hotel","4","5","A","تهران، بلوار كشاورز، بین خیابان فلسطین و نادری، پلاک 126","35.7098281","51.4012467","1","2026-02-22 12:19:28","2026-02-22 12:52:54"
"34","69","آریوبرزن","shiraz ariyobarzan hotel","4","4","C","شيراز، بلوار زند، خيابان رودكی","29.6220653","52.5411039","1","2026-02-22 12:19:28","2026-02-22 12:52:54"
"35","39","آساره","tehran asareh hotel","4","4","A","تهران، خیابان آزادی، نرسیده به میدان انقلاب، مقابل دانشکده دامپزشکی، انتهای خیابان زارع","35.6983947","51.3847068","1","2026-02-22 12:19:28","2026-02-22 12:52:54"
"36","42","آسمان","esfahan aseman hotel","4","4","A","اصفهان، خيابان شهید مرتضی مطهری، مقابل پل فلزی","32.6453243","51.6527777","1","2026-02-22 12:19:28","2026-02-22 12:52:54"
"37","42","اصفهان","esfahan esfahan hotel","4","3","A","اصفهان، خيابان مطهری، جنب بیمارستان شهید بهشتی، کوچه بنفشه","32.6445253","51.6512501","1","2026-02-22 12:19:28","2026-02-22 12:52:54"
"38","39","کوثر","tehran parsiankosar hotel","4","4","A","تهران، ميدان ولی عصر، مقابل اداره پست، کوچه شهید مولایی","35.7131550","51.4084030","1","2026-02-22 12:19:28","2026-02-22 12:19:28"
"39","42","بخردی","3f80572a3a","1","3","A","اصفهان، خیابان عبدالرزاق، خیابان سنبلستان، میدان دروازه نو، سمت راست میدان، بن بست شماره 6 ، پلاک ۵۶",NULL,NULL,"1","2026-02-22 12:19:28","2026-02-22 12:19:28"
"40","69","پارسیان","shiraz parsian hotel","4","3","A","شيراز، خيابان زند، خيابان رودكی","29.6216665","52.5407936","1","2026-02-22 12:19:28","2026-02-22 12:52:54"
"41","90","لاله کندوان","tabriz laleh hotel","4","5","A","تبريز، دهكده توريستي كندوان","37.7969089","46.2450509","1","2026-02-22 12:19:28","2026-02-22 12:52:54"
"42","90","پارس ائل گلی","tabriz parselgoli hotel","4","5","A","تبریز، جاده ائل گلی، مشرف به پارک ائل گلی","38.0208243","46.3685070","1","2026-02-22 12:19:28","2026-02-22 12:52:54"
"43","69","پرسپولیس","shiraz perspolis hotel","4","5","A","شيراز، حد فاصل چهارراه حافظ به ميدان قائم (اطلسی)","29.6279579","52.5542306","1","2026-02-22 12:19:28","2026-02-22 12:52:54"
"44","69","چمران","shiraz chamran hotel","4","5","A","شيراز، بلوار چمران","29.6513134","52.4960614","1","2026-02-22 12:19:28","2026-02-22 12:52:54"
"45","39","استقلال","tehran parsianesteghlal hotel","4","5","A","تهران، تقاطع بزرگراه شهيد چمران و خیابان ولی عصر، چهارراه پارک وی","35.7905840","51.4130108","1","2026-02-22 12:19:28","2026-02-22 12:52:54"
